model,dataset,N,strategy_a,strategy_b,delta_mean,delta_std,delta_p25,delta_median,delta_p75,n_problems,wins_a,ties,wins_b,wilcoxon_p,adj_p_value
Qwen2.5-3B,mathfull,8,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,4965,0,4965,0,1.0,1.0
Qwen2.5-3B,mathfull,8,T1.0,best_fixed_T,-0.026572029676436758,0.10284708679382229,-0.024446427822113037,-1.1428608559072018e-05,0.0,4965,594,2867,1504,2.640559960010606e-116,1.320279980005303e-115
Qwen2.5-3B,mathfull,8,equal_mix,best_fixed_T,-0.0022904701478944148,0.03865717540006373,-0.0006583332296070596,0.0,0.0003000067710876575,4965,640,3575,750,0.0044526970979079225,0.005565871372384903
Qwen2.5-3B,mathfull,16,T1.0,equal_mix,-0.012542538305145755,0.11800603944927843,-0.0026000142097473145,0.0,0.0,4965,640,3290,1035,1.5945827555358262e-29,3.9864568888395653e-29
Qwen2.5-3B,mathfull,16,T1.0,consensus_vote,-0.011467636788680794,0.12097639970415733,-0.0021350717389738427,0.0,0.0,4965,653,3309,1003,3.5492580791028155e-24,5.9154301318380266e-24
Qwen2.5-3B,mathfull,16,equal_mix,consensus_vote,0.0010749015164649605,0.04090487239640521,0.0,0.0,0.0,4965,566,3865,534,0.21296758757999978,0.21296758757999976
Qwen2.5-3B,mathfull,16,T1.0,best_fixed_T,-0.01870387408692003,0.09777895455289545,-0.004964768886566162,0.0,0.0,4965,508,3344,1113,2.2132888750827034e-67,1.1066444375413518e-66
Qwen2.5-3B,mathfull,16,equal_mix,best_fixed_T,-0.006161335781774274,0.06012082798551874,-0.0001394444377357369,0.0,0.0,4965,488,3707,770,1.1282872309602324e-15,1.4103590387002906e-15
Qwen2.5-3B,mathfull,32,T1.0,equal_mix,-0.009440726217466769,0.11946907990879455,-9.333340302109753e-05,0.0,0.0,4965,517,3675,773,6.47825808117744e-16,1.07970968019624e-15
Qwen2.5-3B,mathfull,32,T1.0,consensus_vote,-0.004302210312679903,0.14247207173486215,0.0,0.0,0.0,4965,641,3631,693,0.02260030755754382,0.02260030755754382
Qwen2.5-3B,mathfull,32,equal_mix,consensus_vote,0.005138515904786866,0.07113947692686666,0.0,0.0,0.0,4965,571,3962,432,1.588840639373728e-08,1.98605079921716e-08
Qwen2.5-3B,mathfull,32,T1.0,best_fixed_T,-0.014527148238251065,0.11028286634377998,-0.00019997358322143555,0.0,0.0,4965,450,3692,823,1.1293163446772223e-33,5.646581723386112e-33
Qwen2.5-3B,mathfull,32,equal_mix,best_fixed_T,-0.005086422020784297,0.053998182001665666,0.0,0.0,0.0,4965,348,4032,585,1.878550624057323e-17,4.696376560143308e-17
Qwen2.5-3B,mathfull,64,T1.0,equal_mix,-0.006095664892581586,0.13003356671239558,0.0,0.0,0.0,4965,459,3919,587,3.0810550778736717e-06,3.85131884734209e-06
Qwen2.5-3B,mathfull,64,T1.0,consensus_vote,-0.002490792859725342,0.14014438514258312,0.0,0.0,0.0,4965,537,3878,550,0.44902002205107405,0.449020022051074
Qwen2.5-3B,mathfull,64,equal_mix,consensus_vote,0.0036048720328562436,0.06009452099052642,0.0,0.0,0.0,4965,468,4163,334,1.4115775033270516e-07,2.3526291722117528e-07
Qwen2.5-3B,mathfull,64,T1.0,best_fixed_T,-0.011774598396645644,0.10442014568748487,0.0,0.0,0.0,4965,358,3953,654,8.392713514259134e-26,4.196356757129567e-25
Qwen2.5-3B,mathfull,64,equal_mix,best_fixed_T,-0.0056789335040640584,0.07343128606762679,0.0,0.0,0.0,4965,341,4138,486,6.281268950225902e-10,1.5703172375564755e-09
Qwen2.5-3B,mathfull,128,T1.0,equal_mix,-0.004585373584026428,0.14060176577976516,0.0,0.0,0.0,4965,373,4125,467,0.0007138046170186808,0.000892255771273351
Qwen2.5-3B,mathfull,128,T1.0,consensus_vote,-0.0030138696985425348,0.1384283610532624,0.0,0.0,0.0,4965,417,4082,466,0.05594028266403631,0.05594028266403631
Qwen2.5-3B,mathfull,128,equal_mix,consensus_vote,0.0015715038854838932,0.04430681436080049,0.0,0.0,0.0,4965,341,4359,265,0.00040921742322800323,0.0006820290387133388
Qwen2.5-3B,mathfull,128,T1.0,best_fixed_T,-0.009980071417249844,0.11867290341945266,0.0,0.0,0.0,4965,302,4162,501,3.660060156071286e-15,1.830030078035643e-14
Qwen2.5-3B,mathfull,128,equal_mix,best_fixed_T,-0.005394697833223416,0.0783174598791359,0.0,0.0,0.0,4965,268,4325,372,1.0475191900433331e-07,2.6187979751083325e-07
Qwen2.5-3B,mathfull,256,T1.0,equal_mix,-0.003188231600211223,0.15141270927618203,0.0,0.0,0.0,4965,295,4318,352,0.019439991957498848,0.02429998994687356
Qwen2.5-3B,mathfull,256,T1.0,consensus_vote,-0.003499248768004826,0.14090951642473457,0.0,0.0,0.0,4965,313,4272,380,0.014649694817623132,0.02429998994687356
Qwen2.5-3B,mathfull,256,equal_mix,consensus_vote,-0.0003110171677936029,0.038833971566631244,0.0,0.0,0.0,4965,239,4486,240,0.934444491007863,0.9344444910078631
Qwen2.5-3B,mathfull,256,T1.0,best_fixed_T,-0.008567888410253294,0.13173329735205258,0.0,0.0,0.0,4965,236,4334,395,1.3548924991151957e-10,6.774462495575979e-10
Qwen2.5-3B,mathfull,256,equal_mix,best_fixed_T,-0.0053796568100420725,0.08867110673407358,0.0,0.0,0.0,4965,199,4467,299,1.133660270928715e-06,2.8341506773217874e-06
Qwen2.5-3B,mathfull,512,T1.0,equal_mix,-0.002404561495208543,0.16058895229938652,0.0,0.0,0.0,4965,239,4437,289,0.054393809414510524,0.05439380941451053
Qwen2.5-3B,mathfull,512,T1.0,consensus_vote,-0.003876465289299649,0.14487689588921393,0.0,0.0,0.0,4965,259,4391,315,0.007642560916025559,0.012737601526709266
Qwen2.5-3B,mathfull,512,equal_mix,consensus_vote,-0.0014719037940911048,0.04237388889721302,0.0,0.0,0.0,4965,173,4580,212,0.017178704432658433,0.02147338054082304
Qwen2.5-3B,mathfull,512,T1.0,best_fixed_T,-0.007690950109378672,0.16261270137980002,0.0,0.0,0.0,4965,221,4441,303,5.506840456107659e-05,0.00013767101140269147
Qwen2.5-3B,mathfull,512,equal_mix,best_fixed_T,-0.005286388614170129,0.09175910533225302,0.0,0.0,0.0,4965,135,4599,231,7.517992745663272e-07,3.7589963728316363e-06
Qwen2.5-3B,mathfull,1024,T1.0,equal_mix,-0.0016073788485723574,0.168247437960177,0.0,0.0,0.0,4965,199,4529,237,0.12293286467537154,0.12293286467537154
Qwen2.5-3B,mathfull,1024,T1.0,consensus_vote,-0.004098637965420597,0.14923363896297454,0.0,0.0,0.0,4965,209,4501,255,0.011151534480365126,0.013939418100456407
Qwen2.5-3B,mathfull,1024,equal_mix,consensus_vote,-0.0024912591168482403,0.05258779146466191,0.0,0.0,0.0,4965,129,4651,185,0.0013833055252401442,0.0023055092087335737
Qwen2.5-3B,mathfull,1024,T1.0,best_fixed_T,-0.006983494550945877,0.17149889974332708,0.0,0.0,0.0,4965,180,4535,250,0.0005066529820599578,0.0012666324551498945
Qwen2.5-3B,mathfull,1024,equal_mix,best_fixed_T,-0.00537611570237352,0.10209632246830216,0.0,0.0,0.0,4965,109,4681,175,6.526428209770866e-06,3.263214104885433e-05
Qwen2.5-3B,mathfull,1536,T1.0,equal_mix,-0.0012528203264009041,0.1715503154834844,0.0,0.0,0.0,4965,188,4567,210,0.23286413313596932,0.23286413313596932
Qwen2.5-3B,mathfull,1536,T1.0,consensus_vote,-0.00423305060501789,0.15177283979972553,0.0,0.0,0.0,4965,191,4542,232,0.0156079755967931,0.019509969495991375
Qwen2.5-3B,mathfull,1536,equal_mix,consensus_vote,-0.0029802302786169853,0.05923055766582833,0.0,0.0,0.0,4965,110,4693,162,0.0005706096869538688,0.001426524217384672
Qwen2.5-3B,mathfull,1536,T1.0,best_fixed_T,-0.006611980510813623,0.1755098039274385,0.0,0.0,0.0,4965,163,4573,229,0.001123120070335999,0.0018718667838933318
Qwen2.5-3B,mathfull,1536,equal_mix,best_fixed_T,-0.00535916018441272,0.10642898406899036,0.0,0.0,0.0,4965,88,4723,154,2.0755117961496372e-05,0.00010377558980748187
Qwen2.5-3B,mathfull,2048,T1.0,equal_mix,-0.0009670230588267497,0.17407768355158934,0.0,0.0,0.0,4965,172,4595,198,0.29180786120846836,0.29180786120846836
Qwen2.5-3B,mathfull,2048,T1.0,consensus_vote,-0.004268028765439707,0.1537388821031968,0.0,0.0,0.0,4965,179,4564,222,0.02004152229146483,0.025051902864331038
Qwen2.5-3B,mathfull,2048,equal_mix,consensus_vote,-0.0033010057066129575,0.06430010171209925,0.0,0.0,0.0,4965,104,4708,153,0.00022230751492706148,0.0005557687873176537
Qwen2.5-3B,mathfull,2048,T1.0,best_fixed_T,-0.00636940577032645,0.17794840817288818,0.0,0.0,0.0,4965,152,4596,217,0.0016786697924005228,0.002797782987334205
Qwen2.5-3B,mathfull,2048,equal_mix,best_fixed_T,-0.0054023827114997,0.1094604525917078,0.0,0.0,0.0,4965,83,4742,140,5.416992155251907e-05,0.00027084960776259533
Qwen3-4B-Instruct-2507,aime2023,1,T1.0,equal_mix,0.010609526505853447,0.09288824316824026,-0.01940000175237655,0.0,0.03939999976158143,21,6,9,6,0.8446284810712963,1.0
Qwen3-4B-Instruct-2507,aime2023,1,T1.0,consensus_vote,0.010609526505853447,0.09288824316824026,-0.01940000175237655,0.0,0.03939999976158143,21,6,9,6,0.8446284810712963,1.0
Qwen3-4B-Instruct-2507,aime2023,1,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,21,0,21,0,1.0,1.0
Qwen3-4B-Instruct-2507,aime2023,1,T1.0,best_fixed_T,-0.007038088859103266,0.021588017114506856,-0.017399996519088745,0.0,0.0020000003278255463,21,3,10,8,0.24613691576742636,1.0
Qwen3-4B-Instruct-2507,aime2023,1,equal_mix,best_fixed_T,-0.017647615364956713,0.08380168717840944,-0.05679999628067017,0.0,0.00560000059902668,21,5,10,6,0.4204264735837405,1.0
Qwen3-4B-Instruct-2507,aime2023,2,T1.0,equal_mix,0.011480952240735117,0.08665572287166515,-0.007799996733665465,0.0,0.062399992704391505,21,6,10,5,0.7475000777680043,0.9343750972100053
Qwen3-4B-Instruct-2507,aime2023,2,T1.0,consensus_vote,0.011480952240735117,0.08665572287166515,-0.007799996733665465,0.0,0.062399992704391505,21,6,10,5,0.7475000777680043,0.9343750972100053
Qwen3-4B-Instruct-2507,aime2023,2,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,21,0,21,0,1.0,1.0
Qwen3-4B-Instruct-2507,aime2023,2,T1.0,best_fixed_T,-0.0062476174345993925,0.019235500479482182,-0.010699987411499023,0.0,0.0015000002458691597,21,3,12,6,0.21460188629190957,0.9343750972100053
Qwen3-4B-Instruct-2507,aime2023,2,equal_mix,best_fixed_T,-0.01772856967533451,0.07686572145624265,-0.06939999198913577,-0.00010000305175783542,0.009199999785423275,21,5,8,8,0.4209099170051037,0.9343750972100053
Qwen3-4B-Instruct-2507,aime2023,4,T1.0,equal_mix,0.019157929551199302,0.08905196265981513,-0.01716666036844254,0.0,0.032533310317993114,21,6,9,6,0.6164914109936318,0.7706142637420398
Qwen3-4B-Instruct-2507,aime2023,4,T1.0,consensus_vote,0.019157929551199302,0.08905196265981513,-0.01716666036844254,0.0,0.032533310317993114,21,6,9,6,0.6164914109936318,0.7706142637420398
Qwen3-4B-Instruct-2507,aime2023,4,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,21,0,21,0,1.0,1.0
Qwen3-4B-Instruct-2507,aime2023,4,T1.0,best_fixed_T,-0.007810323377184215,0.01951057468241124,-0.012033402919769287,-0.00031666667200624943,0.0,21,2,12,7,0.1208386531141816,0.604193265570908
Qwen3-4B-Instruct-2507,aime2023,4,equal_mix,best_fixed_T,-0.02696825292838352,0.08139043036191773,-0.03448339548110957,0.0,0.01378333344360192,21,6,8,7,0.24846555845586238,0.621163896139656
Qwen3-4B-Instruct-2507,aime2023,8,T1.0,equal_mix,0.008059285971376848,0.05061644856988946,-0.002616428263712497,0.0,0.005091412999289446,21,4,12,5,0.7439202218465143,0.9299002773081428
Qwen3-4B-Instruct-2507,aime2023,8,T1.0,consensus_vote,0.008059285971376848,0.05061644856988946,-0.002616428263712497,0.0,0.005091412999289446,21,4,12,5,0.7439202218465143,0.9299002773081428
Qwen3-4B-Instruct-2507,aime2023,8,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,21,0,21,0,1.0,1.0
Qwen3-4B-Instruct-2507,aime2023,8,T1.0,best_fixed_T,-0.008062948149883942,0.020960180606947994,-0.012623429298400879,-5.071330815553665e-05,0.0,21,2,12,7,0.1476602555616499,0.7383012778082496
Qwen3-4B-Instruct-2507,aime2023,8,equal_mix,best_fixed_T,-0.01612223412126079,0.0440534457737004,-0.036206944920676165,0.0,0.005799999885488124,21,4,11,6,0.37191707936934015,0.9297926984233504
Qwen3-4B-Instruct-2507,aime2023,16,T1.0,equal_mix,0.003231140326617008,0.020456220981400812,-0.003683311589558813,0.0,0.0012566788648633097,21,4,13,4,0.7531523647659145,0.7531523647659145
Qwen3-4B-Instruct-2507,aime2023,16,T1.0,consensus_vote,0.0002526153859491977,0.018916459827609793,0.0,0.0,0.002516654459635559,21,2,17,2,0.5936182407945829,0.7420228009932286
Qwen3-4B-Instruct-2507,aime2023,16,equal_mix,consensus_vote,-0.00297852494066781,0.019438018331877888,-0.01660999999999979,0.0,0.0,21,3,12,6,0.1771140408635976,0.4147731248965368
Qwen3-4B-Instruct-2507,aime2023,16,T1.0,best_fixed_T,-0.008631477221137001,0.03499983324537454,-0.012416660785675049,0.0,0.0,21,4,11,6,0.24886387493792206,0.4147731248965368
Qwen3-4B-Instruct-2507,aime2023,16,equal_mix,best_fixed_T,-0.01186261754775401,0.029270972289280706,-0.008733349196116236,0.0,0.0,21,0,17,4,0.02312980249735946,0.1156490124867973
Qwen3-4B-Instruct-2507,aime2023,32,T1.0,equal_mix,-0.0032490033422564115,0.0168236150183853,-0.0004000067710876465,0.0,0.0004509022788396735,21,1,19,1,0.8067663226228976,0.972125329731665
Qwen3-4B-Instruct-2507,aime2023,32,T1.0,consensus_vote,0.0010546910669267278,0.026038555982709127,-0.0002866234016418723,0.0,0.0007018182050187576,21,1,18,2,0.972125329731665,0.972125329731665
Qwen3-4B-Instruct-2507,aime2023,32,equal_mix,consensus_vote,0.004303694409183139,0.031005046592533853,-0.0019000000000000128,0.0,0.0,21,3,15,3,0.8588630128278887,0.972125329731665
Qwen3-4B-Instruct-2507,aime2023,32,T1.0,best_fixed_T,-0.010232878814262915,0.04160628952771062,-0.0051000118255615234,0.0,0.0,21,1,17,3,0.17295491798842066,0.43238729497105166
Qwen3-4B-Instruct-2507,aime2023,32,equal_mix,best_fixed_T,-0.006983875472006503,0.025317750062866434,-0.0010080451125531156,0.0,0.0,21,0,18,3,0.07473549830588254,0.3736774915294127
Qwen3-4B-Instruct-2507,aime2023,64,T1.0,equal_mix,-0.004538094822997385,0.02081964333729594,0.0,0.0,0.0,21,0,20,1,0.7353166906373405,1.0
Qwen3-4B-Instruct-2507,aime2023,64,T1.0,consensus_vote,0.00038571470081214746,0.005582717129783712,0.0,0.0,0.0,21,1,19,1,0.5754030229127536,1.0
Qwen3-4B-Instruct-2507,aime2023,64,equal_mix,consensus_vote,0.0049238095238095326,0.022958259571223667,0.0,0.0,0.0,21,2,18,1,0.5754030229127536,1.0
Qwen3-4B-Instruct-2507,aime2023,64,T1.0,best_fixed_T,-0.0121206391597211,0.05661060879837602,0.0,0.0,0.0,21,1,19,1,1.0,1.0
Qwen3-4B-Instruct-2507,aime2023,64,equal_mix,best_fixed_T,-0.007582544336723716,0.035843974566809385,0.0,0.0,0.0,21,1,19,1,0.8886378608950078,1.0
Qwen3-4B-Instruct-2507,aime2023,128,T1.0,equal_mix,-0.005561903762817385,0.025442056583996953,0.0,0.0,0.0,21,0,20,1,0.17971249487899976,0.6221596873448052
Qwen3-4B-Instruct-2507,aime2023,128,T1.0,consensus_vote,-0.005525395826309458,0.025420100991769144,0.0,0.0,0.0,21,0,20,1,0.892738400944348,0.8927384009443479
Qwen3-4B-Instruct-2507,aime2023,128,equal_mix,consensus_vote,3.650793650792685e-05,0.0001246794832559483,0.0,0.0,0.0,21,0,21,0,0.24886387493792206,0.6221596873448052
Qwen3-4B-Instruct-2507,aime2023,128,T1.0,best_fixed_T,-0.011152378618828066,0.0512215368975347,0.0,0.0,0.0,21,0,20,1,0.5929800980174267,0.7412251225217834
Qwen3-4B-Instruct-2507,aime2023,128,equal_mix,best_fixed_T,-0.0055904748560106805,0.02577977405479109,0.0,0.0,0.0,21,0,20,1,0.5929800980174267,0.7412251225217834
Qwen3-4B-Instruct-2507,aime2023,256,T1.0,equal_mix,-0.005561904394058956,0.02548784789388266,0.0,0.0,0.0,21,0,20,1,0.31731050786291415,0.31731050786291415
Qwen3-4B-Instruct-2507,aime2023,256,T1.0,consensus_vote,-0.005620634552789108,0.02575698329184035,0.0,0.0,0.0,21,0,20,1,0.31731050786291415,0.31731050786291415
Qwen3-4B-Instruct-2507,aime2023,256,equal_mix,consensus_vote,-5.873015873015226e-05,0.00026913539795769435,0.0,0.0,0.0,21,0,21,0,0.31731050786291415,0.31731050786291415
Qwen3-4B-Instruct-2507,aime2023,256,T1.0,best_fixed_T,-0.008338093757629395,0.038209945795975475,0.0,0.0,0.0,21,0,20,1,0.31731050786291415,0.31731050786291415
Qwen3-4B-Instruct-2507,aime2023,256,equal_mix,best_fixed_T,-0.0027761893635704386,0.012722097902092814,0.0,0.0,0.0,21,0,20,1,0.31731050786291415,0.31731050786291415
Qwen3-4B-Instruct-2507,aime2023,512,T1.0,equal_mix,-0.00363809618268694,0.016671851142692793,0.0,0.0,0.0,21,0,20,1,0.31731050786291415,0.31731050786291415
Qwen3-4B-Instruct-2507,aime2023,512,T1.0,consensus_vote,-0.0031904771350678945,0.014620602974474472,0.0,0.0,0.0,21,0,20,1,0.31731050786291415,0.31731050786291415
Qwen3-4B-Instruct-2507,aime2023,512,equal_mix,consensus_vote,0.0004476190476190459,0.0020512481682183207,0.0,0.0,0.0,21,0,21,0,0.31731050786291415,0.31731050786291415
Qwen3-4B-Instruct-2507,aime2023,512,T1.0,best_fixed_T,-0.004247619992210751,0.019465040137713503,0.0,0.0,0.0,21,0,20,1,0.31731050786291415,0.31731050786291415
Qwen3-4B-Instruct-2507,aime2023,512,equal_mix,best_fixed_T,-0.0006095238095238111,0.0027931889950207093,0.0,0.0,0.0,21,0,20,1,0.31731050786291415,0.31731050786291415
Qwen3-4B-Instruct-2507,aime2023,1024,T1.0,equal_mix,-0.0014047632353646426,0.00643743385954954,0.0,0.0,0.0,21,0,20,1,0.31731050786291415,0.31731050786291415
Qwen3-4B-Instruct-2507,aime2023,1024,T1.0,consensus_vote,-0.0012142870448884518,0.005564562298605569,0.0,0.0,0.0,21,0,20,1,0.31731050786291415,0.31731050786291415
Qwen3-4B-Instruct-2507,aime2023,1024,equal_mix,consensus_vote,0.00019047619047619064,0.0008728715609439703,0.0,0.0,0.0,21,0,21,0,0.31731050786291415,0.31731050786291415
Qwen3-4B-Instruct-2507,aime2023,1024,T1.0,best_fixed_T,-0.0014619060925074986,0.006699295327832728,0.0,0.0,0.0,21,0,20,1,0.31731050786291415,0.31731050786291415
Qwen3-4B-Instruct-2507,aime2023,1024,equal_mix,best_fixed_T,-5.714285714285614e-05,0.0002618614682831863,0.0,0.0,0.0,21,0,21,0,0.31731050786291415,0.31731050786291415
Qwen3-4B-Instruct-2507,aime2023,1536,T1.0,equal_mix,-0.00048095271700904484,0.002204002231388623,0.0,0.0,0.0,21,0,20,1,0.31731050786291415,0.3966381348286427
Qwen3-4B-Instruct-2507,aime2023,1536,T1.0,consensus_vote,-0.0004142860503423802,0.0018984971850582435,0.0,0.0,0.0,21,0,21,0,0.31731050786291415,0.3966381348286427
Qwen3-4B-Instruct-2507,aime2023,1536,equal_mix,consensus_vote,6.666666666666461e-05,0.00030550504633037993,0.0,0.0,0.0,21,0,21,0,0.31731050786291415,0.3966381348286427
Qwen3-4B-Instruct-2507,aime2023,1536,T1.0,best_fixed_T,-0.00048095271700904484,0.002204002231388623,0.0,0.0,0.0,21,0,20,1,0.31731050786291415,0.3966381348286427
Qwen3-4B-Instruct-2507,aime2023,1536,equal_mix,best_fixed_T,0.0,0.0,0.0,0.0,0.0,21,0,21,0,1.0,1.0
Qwen3-4B-Instruct-2507,aime2023,2048,T1.0,equal_mix,-0.00021904706954956055,0.0010037997769691176,0.0,0.0,0.0,21,0,21,0,0.31731050786291415,0.3966381348286427
Qwen3-4B-Instruct-2507,aime2023,2048,T1.0,consensus_vote,-0.00017618992669241713,0.0008074036757567219,0.0,0.0,0.0,21,0,21,0,0.31731050786291415,0.3966381348286427
Qwen3-4B-Instruct-2507,aime2023,2048,equal_mix,consensus_vote,4.2857142857143425e-05,0.00019639610121239577,0.0,0.0,0.0,21,0,21,0,0.31731050786291415,0.3966381348286427
Qwen3-4B-Instruct-2507,aime2023,2048,T1.0,best_fixed_T,-0.00021904706954956055,0.0010037997769691176,0.0,0.0,0.0,21,0,21,0,0.31731050786291415,0.3966381348286427
Qwen3-4B-Instruct-2507,aime2023,2048,equal_mix,best_fixed_T,0.0,0.0,0.0,0.0,0.0,21,0,21,0,1.0,1.0
Qwen3-4B-Instruct-2507,aime2024,1,T1.0,equal_mix,0.012615383900859608,0.09170371466666807,-0.0073500171901658175,-3.564357753393921e-09,0.007699999605864287,26,5,15,6,0.9249707861129906,1.0
Qwen3-4B-Instruct-2507,aime2024,1,T1.0,consensus_vote,0.012615383900859608,0.09170371466666807,-0.0073500171901658175,-3.564357753393921e-09,0.007699999605864287,26,5,15,6,0.9249707861129906,1.0
Qwen3-4B-Instruct-2507,aime2024,1,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,26,0,26,0,1.0,1.0
Qwen3-4B-Instruct-2507,aime2024,1,T1.0,best_fixed_T,-0.002892311536505496,0.026510992072122253,-0.012800023425370455,-0.0021000169217586517,0.0008999903802759945,26,3,16,7,0.12182769999863458,0.6091384999931728
Qwen3-4B-Instruct-2507,aime2024,1,equal_mix,best_fixed_T,-0.015507695437365104,0.07380604611727147,-0.01954999972805381,-0.0015000000011175872,0.006600001991447061,26,5,13,8,0.36738549088127304,0.9184637272031826
Qwen3-4B-Instruct-2507,aime2024,2,T1.0,equal_mix,0.012411540587912669,0.08041065222991482,-0.00662498219609263,-0.0001,0.012100002048164638,26,8,12,6,0.8190952935504228,1.0
Qwen3-4B-Instruct-2507,aime2024,2,T1.0,consensus_vote,0.012411540587912669,0.08041065222991482,-0.00662498219609263,-0.0001,0.012100002048164638,26,8,12,6,0.8190952935504228,1.0
Qwen3-4B-Instruct-2507,aime2024,2,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,26,0,26,0,1.0,1.0
Qwen3-4B-Instruct-2507,aime2024,2,T1.0,best_fixed_T,0.0,0.0,0.0,0.0,0.0,26,0,26,0,1.0,1.0
Qwen3-4B-Instruct-2507,aime2024,2,equal_mix,best_fixed_T,-0.012411540587912669,0.08041065222991482,-0.012100002048164638,0.0001,0.00662498219609263,26,6,12,8,0.8190952935504228,1.0
Qwen3-4B-Instruct-2507,aime2024,4,T1.0,equal_mix,0.013550642623203128,0.09957704118969081,-0.004099999867038179,8.33354890346534e-06,0.008187500922381873,26,6,14,6,0.6482286941369625,1.0
Qwen3-4B-Instruct-2507,aime2024,4,T1.0,consensus_vote,0.013550642623203128,0.09957704118969081,-0.004099999867038179,8.33354890346534e-06,0.008187500922381873,26,6,14,6,0.6482286941369625,1.0
Qwen3-4B-Instruct-2507,aime2024,4,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,26,0,26,0,1.0,1.0
Qwen3-4B-Instruct-2507,aime2024,4,T1.0,best_fixed_T,0.0,0.0,0.0,0.0,0.0,26,0,26,0,1.0,1.0
Qwen3-4B-Instruct-2507,aime2024,4,equal_mix,best_fixed_T,-0.013550642623203128,0.09957704118969081,-0.008187500922381873,-8.33354890346534e-06,0.004099999867038179,26,6,14,6,0.6482286941369625,1.0
Qwen3-4B-Instruct-2507,aime2024,8,T1.0,equal_mix,0.013065155223971399,0.09177503488508507,-0.0001949196249747506,6.797617720106865e-05,0.0018206550511465007,26,5,17,4,0.33041490332462453,0.550691505541041
Qwen3-4B-Instruct-2507,aime2024,8,T1.0,consensus_vote,0.013065155223971399,0.09177503488508507,-0.0001949196249747506,6.797617720106865e-05,0.0018206550511465007,26,5,17,4,0.33041490332462453,0.550691505541041
Qwen3-4B-Instruct-2507,aime2024,8,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,26,0,26,0,1.0,1.0
Qwen3-4B-Instruct-2507,aime2024,8,T1.0,best_fixed_T,0.0,0.0,0.0,0.0,0.0,26,0,26,0,1.0,1.0
Qwen3-4B-Instruct-2507,aime2024,8,equal_mix,best_fixed_T,-0.013065155223971399,0.09177503488508507,-0.0018206550511465007,-6.797617720106865e-05,0.0001949196249747506,26,4,17,5,0.33041490332462453,0.550691505541041
Qwen3-4B-Instruct-2507,aime2024,16,T1.0,equal_mix,0.012875048636253465,0.08435971738756647,-3.7500003789318734e-06,0.0,0.0021459040522886106,26,4,19,3,0.40743445607773554,0.5460878490645904
Qwen3-4B-Instruct-2507,aime2024,16,T1.0,consensus_vote,0.006490989725079172,0.05706484585396665,-0.000202336004951856,0.0,0.0004780538866945123,26,3,19,4,0.5460878490645904,0.5460878490645904
Qwen3-4B-Instruct-2507,aime2024,16,equal_mix,consensus_vote,-0.0063840589111742955,0.06251809800552896,-0.00015416666666666666,0.0,0.0,26,3,19,4,0.5277266198659963,0.5460878490645904
Qwen3-4B-Instruct-2507,aime2024,16,T1.0,best_fixed_T,-0.00019989285549225035,0.024332405473876044,-2.500000027794158e-05,0.0,0.0012809631298296154,26,6,18,2,0.3061029943646809,0.5460878490645904
Qwen3-4B-Instruct-2507,aime2024,16,equal_mix,best_fixed_T,-0.013074941491745715,0.07738062749335264,-0.0016371068455730423,0.0,0.00016041666638872508,26,3,19,4,0.4204264735837405,0.5460878490645904
Qwen3-4B-Instruct-2507,aime2024,32,T1.0,equal_mix,0.01272179471217559,0.07458115665151045,0.0,0.0,9.99999968422344e-05,26,4,19,3,0.34652171170610724,0.5775361861768454
Qwen3-4B-Instruct-2507,aime2024,32,T1.0,consensus_vote,0.01956538445576533,0.0863026338139639,-4.9999999999999996e-05,0.0,0.0,26,3,19,4,0.7530794336304054,0.7530794336304054
Qwen3-4B-Instruct-2507,aime2024,32,equal_mix,consensus_vote,0.006843589743589742,0.07715792896202829,-9.16666666666584e-05,0.0,0.0,26,3,19,4,0.6496440323317323,0.7530794336304054
Qwen3-4B-Instruct-2507,aime2024,32,T1.0,best_fixed_T,-0.0007926356106159241,0.01860370437139246,0.0,0.0,9.999999747378752e-05,26,4,20,2,0.30763534293707706,0.5775361861768454
Qwen3-4B-Instruct-2507,aime2024,32,equal_mix,best_fixed_T,-0.013514430322791513,0.0700849096657458,-5.2976191593916156e-05,0.0,0.0,26,2,20,4,0.3078214719088427,0.5775361861768454
Qwen3-4B-Instruct-2507,aime2024,64,T1.0,equal_mix,0.010807691394021879,0.05396857800471075,0.0,0.0,0.0,26,4,19,3,0.7353166906373405,0.7353166906373405
Qwen3-4B-Instruct-2507,aime2024,64,T1.0,consensus_vote,0.01494743498376547,0.05227827020388462,0.0,0.0,0.0,26,3,20,3,0.39802471950693785,0.7353166906373405
