model,dataset,N,strategy_a,strategy_b,delta_mean,delta_std,delta_p25,delta_median,delta_p75,n_problems,wins_a,ties,wins_b,wilcoxon_p,adj_p_value
Phi-4-mini-instruct,aime2024,1,T1.0,consensus_vote,-0.018392307775696882,0.08268630812128722,-0.0021499999145045876,-0.0002,0.00015000026710331382,26,2,20,4,0.1912564806974696,0.47697672493003324
Phi-4-mini-instruct,aime2024,1,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,26,0,26,0,1.0,1.0
Phi-4-mini-instruct,aime2024,1,T1.0,best_fixed_T,-0.018415385848829128,0.0835002509986528,-0.001349999976810068,0.0,0.00014999974519014359,26,2,20,4,0.28618603495802,0.47697672493003324
Phi-4-mini-instruct,aime2024,1,equal_mix,best_fixed_T,-2.3078073132247794e-05,0.002099393863597278,-0.000400000054622069,0.0,0.00020000000884174367,26,0,26,0,0.7771175732880233,0.9713969666100292
Phi-4-mini-instruct,aime2024,2,T1.0,equal_mix,-0.015550000593782618,0.07448336071860907,-0.0014249999973457305,-0.0003,0.002625000006472692,26,2,20,4,0.5033638507749728,0.9803455470896103
Phi-4-mini-instruct,aime2024,2,T1.0,consensus_vote,-0.015550000593782618,0.07448336071860907,-0.0014249999973457305,-0.0003,0.002625000006472692,26,2,20,4,0.5033638507749728,0.9803455470896103
Phi-4-mini-instruct,aime2024,2,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,26,0,26,0,1.0,1.0
Phi-4-mini-instruct,aime2024,2,T1.0,best_fixed_T,-0.016038462417222597,0.07760335914101607,-0.001849999971454963,0.0,0.0014749999099876732,26,2,20,4,0.6407152270059902,0.9803455470896103
Phi-4-mini-instruct,aime2024,2,equal_mix,best_fixed_T,-0.0004884618234399764,0.00943725942253717,-0.0005000000026077033,0.0,0.0004750000025262125,26,1,24,1,0.7842764376716882,0.9803455470896103
Phi-4-mini-instruct,aime2024,4,T1.0,equal_mix,-0.016123717590669783,0.08978478079474325,-0.0009083333333333333,-0.0001,0.0013416667717508972,26,2,21,3,0.6271521797074542,0.9210942135087147
Phi-4-mini-instruct,aime2024,4,T1.0,consensus_vote,-0.016123717590669783,0.08978478079474325,-0.0009083333333333333,-0.0001,0.0013416667717508972,26,2,21,3,0.6271521797074542,0.9210942135087147
Phi-4-mini-instruct,aime2024,4,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,26,0,26,0,1.0,1.0
Phi-4-mini-instruct,aime2024,4,T1.0,best_fixed_T,-0.017896794556201294,0.09993867309423679,-0.0017541666748002172,0.0,0.0020791668066522107,26,2,20,4,0.7368753708069717,0.9210942135087147
Phi-4-mini-instruct,aime2024,4,equal_mix,best_fixed_T,-0.0017730769655315084,0.014732326841848496,-0.0009458333414668839,-0.00028333333095069977,0.00037499999999999995,26,1,21,4,0.265156633625956,0.9210942135087147
Phi-4-mini-instruct,aime2024,8,T1.0,equal_mix,-0.013729972216022861,0.0701923050159177,-0.0003272619034803383,0.0,0.0001482143772712775,26,1,23,2,0.6529181068049057,1.0
Phi-4-mini-instruct,aime2024,8,T1.0,consensus_vote,-0.013729972216022861,0.0701923050159177,-0.0003272619034803383,0.0,0.0001482143772712775,26,1,23,2,0.6529181068049057,1.0
Phi-4-mini-instruct,aime2024,8,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,26,0,26,0,1.0,1.0
Phi-4-mini-instruct,aime2024,8,T1.0,best_fixed_T,-0.016423709146553077,0.0734190269076203,0.0,0.0,0.00048125002649612725,26,0,23,3,0.972125329731665,1.0
Phi-4-mini-instruct,aime2024,8,equal_mix,best_fixed_T,-0.0026937369305302197,0.015669335037713436,0.0,2.6785714285714284e-05,0.00032726190476190474,26,1,23,2,0.30878760631195334,1.0
Phi-4-mini-instruct,aime2024,16,T1.0,equal_mix,-0.008739946918060237,0.047961080332797036,-1.3636363636363637e-05,0.0,0.0,26,1,23,2,0.972125329731665,0.972125329731665
Phi-4-mini-instruct,aime2024,16,T1.0,consensus_vote,-0.00811570865632198,0.043392057087824704,0.0,0.0,2.613636479509296e-05,26,1,23,2,0.8613042569883052,0.972125329731665
Phi-4-mini-instruct,aime2024,16,equal_mix,consensus_vote,0.0006242382617382586,0.004702365028483863,-1.3636363636363647e-06,0.0,0.0,26,1,25,0,0.6496440323317323,0.972125329731665
Phi-4-mini-instruct,aime2024,16,T1.0,best_fixed_T,-0.01227176748447024,0.048536249106158356,-7.196977094281465e-06,0.0,0.0,26,0,23,3,0.1306650895957666,0.3266627239894165
Phi-4-mini-instruct,aime2024,16,equal_mix,best_fixed_T,-0.0035318205664100003,0.012284468067421976,-0.00011875001119842638,0.0,0.0,26,0,24,2,0.1005251728089838,0.3266627239894165
Phi-4-mini-instruct,aime2024,32,T1.0,equal_mix,-0.005601480847837708,0.0292088229856891,0.0,0.0,0.0,26,0,25,1,0.6001794871405538,0.6001794871405538
Phi-4-mini-instruct,aime2024,32,T1.0,consensus_vote,-0.0060965209999932395,0.027546093013339143,0.0,0.0,0.0,26,0,23,3,0.3454475304692257,0.43180941308653215
Phi-4-mini-instruct,aime2024,32,equal_mix,consensus_vote,-0.0004950401521555315,0.003433503286509853,0.0,0.0,0.0,26,0,25,1,0.22491588401596185,0.4147731248965368
Phi-4-mini-instruct,aime2024,32,T1.0,best_fixed_T,-0.009267266943844823,0.03441615649392299,0.0,0.0,0.0,26,1,23,2,0.24886387493792206,0.4147731248965368
Phi-4-mini-instruct,aime2024,32,equal_mix,best_fixed_T,-0.0036657860960071153,0.017793003715902398,0.0,0.0,0.0,26,0,25,1,0.07961580146011343,0.39807900730056717
Phi-4-mini-instruct,aime2024,64,T1.0,equal_mix,-0.0016360800099290485,0.00842456240705256,0.0,0.0,0.0,26,0,25,1,0.4652088184521418,0.4652088184521418
Phi-4-mini-instruct,aime2024,64,T1.0,consensus_vote,-0.0025517210355700723,0.008852493715157023,0.0,0.0,0.0,26,0,24,2,0.14412703481601533,0.34165209786537265
Phi-4-mini-instruct,aime2024,64,equal_mix,consensus_vote,-0.0009156410256410238,0.0034963204492381252,0.0,0.0,0.0,26,0,25,1,0.27332167829229814,0.34165209786537265
Phi-4-mini-instruct,aime2024,64,T1.0,best_fixed_T,-0.0057649326403267104,0.02231018446099891,0.0,0.0,0.0,26,0,24,2,0.22491588401596185,0.34165209786537265
Phi-4-mini-instruct,aime2024,64,equal_mix,best_fixed_T,-0.004128852630397662,0.020944409911416686,0.0,0.0,0.0,26,0,25,1,0.06788915486182899,0.33944577430914497
Phi-4-mini-instruct,aime2024,128,T1.0,equal_mix,-0.0002730763875521146,0.0013924218288296581,0.0,0.0,0.0,26,0,26,0,0.31731050786291415,0.31731050786291415
Phi-4-mini-instruct,aime2024,128,T1.0,consensus_vote,-0.0004630763875521146,0.0015600637041610628,0.0,0.0,0.0,26,0,26,0,0.10880943004054568,0.2995208247983329
Phi-4-mini-instruct,aime2024,128,equal_mix,consensus_vote,-0.00019,0.0007764534757472594,0.0,0.0,0.0,26,0,26,0,0.17971249487899976,0.2995208247983329
Phi-4-mini-instruct,aime2024,128,T1.0,best_fixed_T,-0.0038274354659594023,0.018121538192623184,0.0,0.0,0.0,26,0,25,1,0.17971249487899976,0.2995208247983329
Phi-4-mini-instruct,aime2024,128,equal_mix,best_fixed_T,-0.0035543590784072876,0.018123746299114427,0.0,0.0,0.0,26,0,25,1,0.31731050786291415,0.31731050786291415
Phi-4-mini-instruct,aime2024,256,T1.0,equal_mix,-7.691291662362906e-06,3.921804627112194e-05,0.0,0.0,0.0,26,0,26,0,0.31731050786291415,0.31731050786291415
Phi-4-mini-instruct,aime2024,256,T1.0,consensus_vote,-3.397334294441419e-05,0.0001381195119640345,0.0,0.0,0.0,26,0,26,0,0.17971249487899976,0.31731050786291415
Phi-4-mini-instruct,aime2024,256,equal_mix,consensus_vote,-2.628205128205128e-05,0.00013401269234442577,0.0,0.0,0.0,26,0,26,0,0.31731050786291415,0.31731050786291415
Phi-4-mini-instruct,aime2024,256,T1.0,best_fixed_T,-0.0022551271204765025,0.011458217433443494,0.0,0.0,0.0,26,0,25,1,0.17971249487899976,0.31731050786291415
Phi-4-mini-instruct,aime2024,256,equal_mix,best_fixed_T,-0.0022474358288141396,0.011459719146670872,0.0,0.0,0.0,26,0,25,1,0.31731050786291415,0.31731050786291415
Phi-4-mini-instruct,aime2024,512,T1.0,equal_mix,0.0,0.0,0.0,0.0,0.0,26,0,26,0,1.0,1.0
Phi-4-mini-instruct,aime2024,512,T1.0,consensus_vote,0.0,0.0,0.0,0.0,0.0,26,0,26,0,1.0,1.0
Phi-4-mini-instruct,aime2024,512,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,26,0,26,0,1.0,1.0
Phi-4-mini-instruct,aime2024,512,T1.0,best_fixed_T,-0.0012301282527355047,0.0062724479649201356,0.0,0.0,0.0,26,0,25,1,0.31731050786291415,0.7932762696572854
Phi-4-mini-instruct,aime2024,512,equal_mix,best_fixed_T,-0.0012301282527355047,0.0062724479649201356,0.0,0.0,0.0,26,0,25,1,0.31731050786291415,0.7932762696572854
Phi-4-mini-instruct,aime2024,1024,T1.0,equal_mix,0.0,0.0,0.0,0.0,0.0,26,0,26,0,1.0,1.0
Phi-4-mini-instruct,aime2024,1024,T1.0,consensus_vote,0.0,0.0,0.0,0.0,0.0,26,0,26,0,1.0,1.0
Phi-4-mini-instruct,aime2024,1024,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,26,0,26,0,1.0,1.0
Phi-4-mini-instruct,aime2024,1024,T1.0,best_fixed_T,-0.0002628205200800529,0.001340126960460794,0.0,0.0,0.0,26,0,26,0,0.31731050786291415,0.7932762696572854
Phi-4-mini-instruct,aime2024,1024,equal_mix,best_fixed_T,-0.0002628205200800529,0.001340126960460794,0.0,0.0,0.0,26,0,26,0,0.31731050786291415,0.7932762696572854
Phi-4-mini-instruct,aime2024,1536,T1.0,equal_mix,0.0,0.0,0.0,0.0,0.0,26,0,26,0,1.0,1.0
Phi-4-mini-instruct,aime2024,1536,T1.0,consensus_vote,0.0,0.0,0.0,0.0,0.0,26,0,26,0,1.0,1.0
Phi-4-mini-instruct,aime2024,1536,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,26,0,26,0,1.0,1.0
Phi-4-mini-instruct,aime2024,1536,T1.0,best_fixed_T,-8.076922788929481e-05,0.0004118438691053368,0.0,0.0,0.0,26,0,26,0,0.31731050786291415,0.7932762696572854
Phi-4-mini-instruct,aime2024,1536,equal_mix,best_fixed_T,-8.076922788929481e-05,0.0004118438691053368,0.0,0.0,0.0,26,0,26,0,0.31731050786291415,0.7932762696572854
Phi-4-mini-instruct,aime2024,2048,T1.0,equal_mix,0.0,0.0,0.0,0.0,0.0,26,0,26,0,1.0,1.0
Phi-4-mini-instruct,aime2024,2048,T1.0,consensus_vote,0.0,0.0,0.0,0.0,0.0,26,0,26,0,1.0,1.0
Phi-4-mini-instruct,aime2024,2048,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,26,0,26,0,1.0,1.0
Phi-4-mini-instruct,aime2024,2048,T1.0,best_fixed_T,-3.076922999193462e-05,0.00015689290414709902,0.0,0.0,0.0,26,0,26,0,0.31731050786291415,0.7932762696572854
Phi-4-mini-instruct,aime2024,2048,equal_mix,best_fixed_T,-3.076922999193462e-05,0.00015689290414709902,0.0,0.0,0.0,26,0,26,0,0.31731050786291415,0.7932762696572854
Phi-4-mini-instruct,aime2025,1,T1.0,equal_mix,-0.00815384616841956,0.025773245715089366,-0.0042,0.0,0.0003500000201107469,26,2,20,4,0.21720672338836844,0.3620112056472807
Phi-4-mini-instruct,aime2025,1,T1.0,consensus_vote,-0.00815384616841956,0.025773245715089366,-0.0042,0.0,0.0003500000201107469,26,2,20,4,0.21720672338836844,0.3620112056472807
Phi-4-mini-instruct,aime2025,1,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,26,0,26,0,1.0,1.0
Phi-4-mini-instruct,aime2025,1,T1.0,best_fixed_T,-0.010553846357372375,0.029780064349082994,-0.0032000000355765224,0.0,0.0001999999840336386,26,1,20,5,0.1073949703246735,0.3620112056472807
Phi-4-mini-instruct,aime2025,1,equal_mix,best_fixed_T,-0.0024000001889528137,0.009744742649373733,-0.00210000044517219,0.0,0.000849999978626147,26,1,22,3,0.3134630649347462,0.3918288311684327
Phi-4-mini-instruct,aime2025,2,T1.0,equal_mix,-0.009646153894643515,0.0313785562314908,-0.00505,0.0,0.0012250000145286322,26,2,21,3,0.6378178967698778,0.7972723709623473
Phi-4-mini-instruct,aime2025,2,T1.0,consensus_vote,-0.009646153894643515,0.0313785562314908,-0.00505,0.0,0.0012250000145286322,26,2,21,3,0.6378178967698778,0.7972723709623473
Phi-4-mini-instruct,aime2025,2,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,26,0,26,0,1.0,1.0
Phi-4-mini-instruct,aime2025,2,T1.0,best_fixed_T,-0.011342308104548674,0.0313822908841404,-0.004774999950313941,-0.00019999999494757503,0.0006999999459367245,26,1,21,4,0.1541077014162689,0.7705385070813444
Phi-4-mini-instruct,aime2025,2,equal_mix,best_fixed_T,-0.001696154209905161,0.008547536152164971,-0.0006750000026542694,-7.124617708948941e-12,0.00039999994784593624,26,1,21,4,0.48517001465180276,0.7972723709623473
Phi-4-mini-instruct,aime2025,4,T1.0,equal_mix,-0.010423076682907336,0.03279256445841815,-0.004983333212075133,-8.333333333333333e-05,0.00018750016833655537,26,1,22,3,0.08297978868920647,0.20744947172301617
Phi-4-mini-instruct,aime2025,4,T1.0,consensus_vote,-0.010423076682907336,0.03279256445841815,-0.004983333212075133,-8.333333333333333e-05,0.00018750016833655537,26,1,22,3,0.08297978868920647,0.20744947172301617
Phi-4-mini-instruct,aime2025,4,equal_mix,consensus_vote,0.0,0.0,0.0,0.0,0.0,26,0,26,0,1.0,1.0
Phi-4-mini-instruct,aime2025,4,T1.0,best_fixed_T,-0.011663462425461218,0.03779328397362039,-0.003945833072066307,0.0,0.00016250001135631464,26,1,21,4,0.13649771056887278,0.2274961842814546
Phi-4-mini-instruct,aime2025,4,equal_mix,best_fixed_T,-0.0012403857425538805,0.007062000792734705,-0.00012500003221211958,0.0,0.0003208326353749716,26,0,24,2,0.7412317643370709,0.9265397054213387
Phi-4-mini-instruct,aime2025,8,T1.0,equal_mix,-0.009004111664314331,0.026915572809817965,-0.0021179761298923266,-5.452381015536264e-05,3.1249996784442515e-05,26,1,22,3,0.07186063822585158,0.1197677303764193
Phi-4-mini-instruct,aime2025,8,T1.0,consensus_vote,-0.009004111664314331,0.026915572809817965,-0.0021179761298923266,-5.452381015536264e-05,3.1249996784442515e-05,26,1,22,3,0.07186063822585158,0.1197677303764193
