model,dataset,stratum,level_n_problems,N,T,mean_acc,std_acc,source
Qwen3-4B-Instruct-2507,aime2026,L4,4,64,0.8,0.708,0.093,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,64,0.9,0.625,0.125,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,64,1.0,0.667,0.118,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,64,1.1,0.708,0.093,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,64,1.2,0.625,0.125,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,128,0.1,0.542,0.093,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,128,0.2,0.542,0.093,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,128,0.3,0.5,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,128,0.4,0.625,0.125,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,128,0.5,0.667,0.118,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,128,0.6,0.667,0.118,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,128,0.7,0.667,0.118,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,128,0.8,0.708,0.093,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,128,0.9,0.625,0.125,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,128,1.0,0.708,0.093,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,128,1.1,0.75,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,128,1.2,0.667,0.118,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,256,0.1,0.5,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,256,0.2,0.5,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,256,0.3,0.5,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,256,0.4,0.583,0.118,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,256,0.5,0.625,0.125,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,256,0.6,0.625,0.125,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,256,0.7,0.667,0.118,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,256,0.8,0.708,0.093,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,256,0.9,0.75,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,256,1.0,0.75,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,256,1.1,0.75,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,256,1.2,0.667,0.118,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,1,0.1,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,1,0.2,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,1,0.3,0.028,0.062,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,1,0.4,0.028,0.062,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,1,0.5,0.056,0.079,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,1,0.6,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,1,0.7,0.028,0.062,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,1,0.8,0.056,0.079,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,1,0.9,0.056,0.079,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,1,1.0,0.028,0.062,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,1,1.1,0.028,0.062,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,1,1.2,0.028,0.062,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,2,0.1,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,2,0.2,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,2,0.3,0.028,0.062,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,2,0.4,0.028,0.062,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,2,0.5,0.056,0.079,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,2,0.6,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,2,0.7,0.028,0.062,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,2,0.8,0.056,0.079,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,2,0.9,0.056,0.079,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,2,1.0,0.056,0.079,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,2,1.1,0.028,0.062,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,2,1.2,0.028,0.062,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,4,0.1,0.028,0.062,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,4,0.2,0.028,0.062,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,4,0.3,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,4,0.4,0.056,0.124,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,4,0.5,0.056,0.079,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,4,0.6,0.028,0.062,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,4,0.7,0.028,0.062,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,4,0.8,0.056,0.079,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,4,0.9,0.056,0.079,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,4,1.0,0.056,0.079,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,4,1.1,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,4,1.2,0.028,0.062,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,8,0.1,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,8,0.2,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,8,0.3,0.028,0.062,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,8,0.4,0.083,0.127,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,8,0.5,0.028,0.062,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,8,0.6,0.056,0.079,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,8,0.7,0.028,0.062,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,8,0.8,0.056,0.079,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,8,0.9,0.056,0.079,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,8,1.0,0.056,0.079,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,8,1.1,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,8,1.2,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,16,0.1,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,16,0.2,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,16,0.3,0.028,0.062,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,16,0.4,0.028,0.062,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,16,0.5,0.028,0.062,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,16,0.6,0.056,0.079,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,16,0.7,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,16,0.8,0.028,0.062,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,16,0.9,0.028,0.062,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,16,1.0,0.028,0.062,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,16,1.1,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,16,1.2,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,32,0.1,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,32,0.2,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,32,0.3,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,32,0.4,0.028,0.062,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,32,0.5,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,32,0.6,0.056,0.079,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,32,0.7,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,32,0.8,0.028,0.062,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,32,0.9,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,32,1.0,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,32,1.1,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,32,1.2,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,64,0.1,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,64,0.2,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,64,0.3,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,64,0.4,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,64,0.5,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,64,0.6,0.028,0.062,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,64,0.7,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,64,0.8,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,64,0.9,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,64,1.0,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,64,1.1,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,64,1.2,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,128,0.1,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,128,0.2,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,128,0.3,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,128,0.4,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,128,0.5,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,128,0.6,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,128,0.7,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,128,0.8,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,128,0.9,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,128,1.0,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,128,1.1,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,128,1.2,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,256,0.1,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,256,0.2,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,256,0.3,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,256,0.4,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,256,0.5,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,256,0.6,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,256,0.7,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,256,0.8,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,256,0.9,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,256,1.0,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,256,1.1,0.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L5,6,256,1.2,0.0,0.0,markdown
Llama-3.2-3B,gsm8kfull,L1,901,1,0.1,0.983,0.005,markdown
Llama-3.2-3B,gsm8kfull,L1,901,1,0.2,0.963,0.007,markdown
Llama-3.2-3B,gsm8kfull,L1,901,1,0.3,0.954,0.006,markdown
Llama-3.2-3B,gsm8kfull,L1,901,1,0.4,0.942,0.006,markdown
Llama-3.2-3B,gsm8kfull,L1,901,1,0.5,0.929,0.006,markdown
Llama-3.2-3B,gsm8kfull,L1,901,1,0.6,0.924,0.005,markdown
Llama-3.2-3B,gsm8kfull,L1,901,1,0.7,0.914,0.005,markdown
Llama-3.2-3B,gsm8kfull,L1,901,1,0.8,0.89,0.006,markdown
Llama-3.2-3B,gsm8kfull,L1,901,1,0.9,0.886,0.007,markdown
Llama-3.2-3B,gsm8kfull,L1,901,1,1.0,0.862,0.008,markdown
Llama-3.2-3B,gsm8kfull,L1,901,1,1.1,0.824,0.007,markdown
Llama-3.2-3B,gsm8kfull,L1,901,1,1.2,0.722,0.007,markdown
Llama-3.2-3B,gsm8kfull,L1,901,2,0.1,0.983,0.005,markdown
Llama-3.2-3B,gsm8kfull,L1,901,2,0.2,0.963,0.007,markdown
Llama-3.2-3B,gsm8kfull,L1,901,2,0.3,0.954,0.006,markdown
Llama-3.2-3B,gsm8kfull,L1,901,2,0.4,0.942,0.006,markdown
Llama-3.2-3B,gsm8kfull,L1,901,2,0.5,0.929,0.006,markdown
Llama-3.2-3B,gsm8kfull,L1,901,2,0.6,0.924,0.005,markdown
Llama-3.2-3B,gsm8kfull,L1,901,2,0.7,0.914,0.005,markdown
Llama-3.2-3B,gsm8kfull,L1,901,2,0.8,0.89,0.006,markdown
Llama-3.2-3B,gsm8kfull,L1,901,2,0.9,0.886,0.007,markdown
Llama-3.2-3B,gsm8kfull,L1,901,2,1.0,0.862,0.008,markdown
Llama-3.2-3B,gsm8kfull,L1,901,2,1.1,0.824,0.007,markdown
Llama-3.2-3B,gsm8kfull,L1,901,2,1.2,0.722,0.007,markdown
Llama-3.2-3B,gsm8kfull,L1,901,4,0.1,0.996,0.002,markdown
Llama-3.2-3B,gsm8kfull,L1,901,4,0.2,0.989,0.003,markdown
Llama-3.2-3B,gsm8kfull,L1,901,4,0.3,0.982,0.003,markdown
Llama-3.2-3B,gsm8kfull,L1,901,4,0.4,0.98,0.003,markdown
Llama-3.2-3B,gsm8kfull,L1,901,4,0.5,0.974,0.003,markdown
Llama-3.2-3B,gsm8kfull,L1,901,4,0.6,0.973,0.005,markdown
Llama-3.2-3B,gsm8kfull,L1,901,4,0.7,0.967,0.005,markdown
Llama-3.2-3B,gsm8kfull,L1,901,4,0.8,0.96,0.005,markdown
Llama-3.2-3B,gsm8kfull,L1,901,4,0.9,0.953,0.007,markdown
Llama-3.2-3B,gsm8kfull,L1,901,4,1.0,0.952,0.007,markdown
Llama-3.2-3B,gsm8kfull,L1,901,4,1.1,0.929,0.006,markdown
Llama-3.2-3B,gsm8kfull,L1,901,4,1.2,0.842,0.01,markdown
Llama-3.2-3B,gsm8kfull,L1,901,8,0.1,0.999,0.001,markdown
Llama-3.2-3B,gsm8kfull,L1,901,8,0.2,0.997,0.001,markdown
Llama-3.2-3B,gsm8kfull,L1,901,8,0.3,0.993,0.002,markdown
Llama-3.2-3B,gsm8kfull,L1,901,8,0.4,0.99,0.003,markdown
Llama-3.2-3B,gsm8kfull,L1,901,8,0.5,0.987,0.002,markdown
Llama-3.2-3B,gsm8kfull,L1,901,8,0.6,0.987,0.002,markdown
Llama-3.2-3B,gsm8kfull,L1,901,8,0.7,0.984,0.003,markdown
Llama-3.2-3B,gsm8kfull,L1,901,8,0.8,0.981,0.004,markdown
Llama-3.2-3B,gsm8kfull,L1,901,8,0.9,0.979,0.004,markdown
Llama-3.2-3B,gsm8kfull,L1,901,8,1.0,0.977,0.002,markdown
Llama-3.2-3B,gsm8kfull,L1,901,8,1.1,0.965,0.004,markdown
Llama-3.2-3B,gsm8kfull,L1,901,8,1.2,0.897,0.01,markdown
Llama-3.2-3B,gsm8kfull,L1,901,16,0.1,1.0,0.0,markdown
Llama-3.2-3B,gsm8kfull,L1,901,16,0.2,0.998,0.001,markdown
Llama-3.2-3B,gsm8kfull,L1,901,16,0.3,0.997,0.001,markdown
Llama-3.2-3B,gsm8kfull,L1,901,16,0.4,0.995,0.001,markdown
Llama-3.2-3B,gsm8kfull,L1,901,16,0.5,0.994,0.002,markdown
Llama-3.2-3B,gsm8kfull,L1,901,16,0.6,0.992,0.002,markdown
Llama-3.2-3B,gsm8kfull,L1,901,16,0.7,0.991,0.003,markdown
Llama-3.2-3B,gsm8kfull,L1,901,16,0.8,0.99,0.002,markdown
Llama-3.2-3B,gsm8kfull,L1,901,16,0.9,0.989,0.002,markdown
Llama-3.2-3B,gsm8kfull,L1,901,16,1.0,0.985,0.003,markdown
Llama-3.2-3B,gsm8kfull,L1,901,16,1.1,0.979,0.002,markdown
Llama-3.2-3B,gsm8kfull,L1,901,16,1.2,0.916,0.004,markdown
Llama-3.2-3B,gsm8kfull,L1,901,32,0.1,1.0,0.0,markdown
Llama-3.2-3B,gsm8kfull,L1,901,32,0.2,0.999,0.0,markdown
Llama-3.2-3B,gsm8kfull,L1,901,32,0.3,0.997,0.001,markdown
Llama-3.2-3B,gsm8kfull,L1,901,32,0.4,0.997,0.001,markdown
Llama-3.2-3B,gsm8kfull,L1,901,32,0.5,0.995,0.002,markdown
Llama-3.2-3B,gsm8kfull,L1,901,32,0.6,0.995,0.001,markdown
Llama-3.2-3B,gsm8kfull,L1,901,32,0.7,0.993,0.002,markdown
Llama-3.2-3B,gsm8kfull,L1,901,32,0.8,0.992,0.002,markdown
Llama-3.2-3B,gsm8kfull,L1,901,32,0.9,0.993,0.002,markdown
Llama-3.2-3B,gsm8kfull,L1,901,32,1.0,0.99,0.002,markdown
Llama-3.2-3B,gsm8kfull,L1,901,32,1.1,0.985,0.002,markdown
Llama-3.2-3B,gsm8kfull,L1,901,32,1.2,0.922,0.005,markdown
Llama-3.2-3B,gsm8kfull,L1,901,64,0.1,1.0,0.0,markdown
Llama-3.2-3B,gsm8kfull,L1,901,64,0.2,1.0,0.001,markdown
Llama-3.2-3B,gsm8kfull,L1,901,64,0.3,0.997,0.001,markdown
Llama-3.2-3B,gsm8kfull,L1,901,64,0.4,0.997,0.0,markdown
Llama-3.2-3B,gsm8kfull,L1,901,64,0.5,0.996,0.002,markdown
Llama-3.2-3B,gsm8kfull,L1,901,64,0.6,0.996,0.001,markdown
Llama-3.2-3B,gsm8kfull,L1,901,64,0.7,0.995,0.0,markdown
Llama-3.2-3B,gsm8kfull,L1,901,64,0.8,0.994,0.001,markdown
Llama-3.2-3B,gsm8kfull,L1,901,64,0.9,0.993,0.002,markdown
Llama-3.2-3B,gsm8kfull,L1,901,64,1.0,0.993,0.001,markdown
Llama-3.2-3B,gsm8kfull,L1,901,64,1.1,0.987,0.002,markdown
Llama-3.2-3B,gsm8kfull,L1,901,64,1.2,0.927,0.004,markdown
Llama-3.2-3B,gsm8kfull,L1,901,128,0.1,1.0,0.0,markdown
Llama-3.2-3B,gsm8kfull,L1,901,128,0.2,1.0,0.0,markdown
Llama-3.2-3B,gsm8kfull,L1,901,128,0.3,0.997,0.001,markdown
Llama-3.2-3B,gsm8kfull,L1,901,128,0.4,0.997,0.0,markdown
Llama-3.2-3B,gsm8kfull,L1,901,128,0.5,0.997,0.001,markdown
Llama-3.2-3B,gsm8kfull,L1,901,128,0.6,0.996,0.001,markdown
Llama-3.2-3B,gsm8kfull,L1,901,128,0.7,0.995,0.001,markdown
Llama-3.2-3B,gsm8kfull,L1,901,128,0.8,0.994,0.001,markdown
Llama-3.2-3B,gsm8kfull,L1,901,128,0.9,0.995,0.002,markdown
Llama-3.2-3B,gsm8kfull,L1,901,128,1.0,0.993,0.002,markdown
Llama-3.2-3B,gsm8kfull,L1,901,128,1.1,0.99,0.001,markdown
Llama-3.2-3B,gsm8kfull,L1,901,128,1.2,0.927,0.004,markdown
Llama-3.2-3B,gsm8kfull,L1,901,256,0.1,1.0,0.0,markdown
Llama-3.2-3B,gsm8kfull,L1,901,256,0.2,1.0,0.0,markdown
Llama-3.2-3B,gsm8kfull,L1,901,256,0.3,0.997,0.0,markdown
Llama-3.2-3B,gsm8kfull,L1,901,256,0.4,0.997,0.0,markdown
Llama-3.2-3B,gsm8kfull,L1,901,256,0.5,0.997,0.001,markdown
Llama-3.2-3B,gsm8kfull,L1,901,256,0.6,0.996,0.001,markdown
Llama-3.2-3B,gsm8kfull,L1,901,256,0.7,0.995,0.001,markdown
Llama-3.2-3B,gsm8kfull,L1,901,256,0.8,0.995,0.001,markdown
Llama-3.2-3B,gsm8kfull,L1,901,256,0.9,0.995,0.001,markdown
Llama-3.2-3B,gsm8kfull,L1,901,256,1.0,0.994,0.001,markdown
Llama-3.2-3B,gsm8kfull,L1,901,256,1.1,0.989,0.001,markdown
Llama-3.2-3B,gsm8kfull,L1,901,256,1.2,0.927,0.003,markdown
Llama-3.2-3B,gsm8kfull,L2,62,1,0.1,0.715,0.033,markdown
Llama-3.2-3B,gsm8kfull,L2,62,1,0.2,0.651,0.049,markdown
Llama-3.2-3B,gsm8kfull,L2,62,1,0.3,0.648,0.038,markdown
Llama-3.2-3B,gsm8kfull,L2,62,1,0.4,0.626,0.039,markdown
Llama-3.2-3B,gsm8kfull,L2,62,1,0.5,0.626,0.049,markdown
Llama-3.2-3B,gsm8kfull,L2,62,1,0.6,0.656,0.085,markdown
Llama-3.2-3B,gsm8kfull,L2,62,1,0.7,0.618,0.054,markdown
Llama-3.2-3B,gsm8kfull,L2,62,1,0.8,0.618,0.047,markdown
Llama-3.2-3B,gsm8kfull,L2,62,1,0.9,0.573,0.059,markdown
Llama-3.2-3B,gsm8kfull,L2,62,1,1.0,0.524,0.047,markdown
Llama-3.2-3B,gsm8kfull,L2,62,1,1.1,0.5,0.056,markdown
Llama-3.2-3B,gsm8kfull,L2,62,1,1.2,0.363,0.058,markdown
Llama-3.2-3B,gsm8kfull,L2,62,2,0.1,0.715,0.033,markdown
Llama-3.2-3B,gsm8kfull,L2,62,2,0.2,0.651,0.049,markdown
Llama-3.2-3B,gsm8kfull,L2,62,2,0.3,0.648,0.038,markdown
Llama-3.2-3B,gsm8kfull,L2,62,2,0.4,0.626,0.039,markdown
Llama-3.2-3B,gsm8kfull,L2,62,2,0.5,0.626,0.049,markdown
Llama-3.2-3B,gsm8kfull,L2,62,2,0.6,0.656,0.085,markdown
Llama-3.2-3B,gsm8kfull,L2,62,2,0.7,0.618,0.054,markdown
Llama-3.2-3B,gsm8kfull,L2,62,2,0.8,0.618,0.047,markdown
Llama-3.2-3B,gsm8kfull,L2,62,2,0.9,0.573,0.059,markdown
Llama-3.2-3B,gsm8kfull,L2,62,2,1.0,0.524,0.047,markdown
Llama-3.2-3B,gsm8kfull,L2,62,2,1.1,0.5,0.056,markdown
Llama-3.2-3B,gsm8kfull,L2,62,2,1.2,0.363,0.058,markdown
Llama-3.2-3B,gsm8kfull,L2,62,4,0.1,0.844,0.044,markdown
Llama-3.2-3B,gsm8kfull,L2,62,4,0.2,0.788,0.03,markdown
Llama-3.2-3B,gsm8kfull,L2,62,4,0.3,0.79,0.034,markdown
Llama-3.2-3B,gsm8kfull,L2,62,4,0.4,0.785,0.027,markdown
Llama-3.2-3B,gsm8kfull,L2,62,4,0.5,0.731,0.052,markdown
Llama-3.2-3B,gsm8kfull,L2,62,4,0.6,0.78,0.045,markdown
Llama-3.2-3B,gsm8kfull,L2,62,4,0.7,0.734,0.038,markdown
Llama-3.2-3B,gsm8kfull,L2,62,4,0.8,0.739,0.039,markdown
Llama-3.2-3B,gsm8kfull,L2,62,4,0.9,0.712,0.077,markdown
Llama-3.2-3B,gsm8kfull,L2,62,4,1.0,0.704,0.039,markdown
Llama-3.2-3B,gsm8kfull,L2,62,4,1.1,0.626,0.039,markdown
Llama-3.2-3B,gsm8kfull,L2,62,4,1.2,0.481,0.03,markdown
Llama-3.2-3B,gsm8kfull,L2,62,8,0.1,0.93,0.029,markdown
Llama-3.2-3B,gsm8kfull,L2,62,8,0.2,0.871,0.029,markdown
Llama-3.2-3B,gsm8kfull,L2,62,8,0.3,0.863,0.031,markdown
Llama-3.2-3B,gsm8kfull,L2,62,8,0.4,0.844,0.018,markdown
Llama-3.2-3B,gsm8kfull,L2,62,8,0.5,0.839,0.036,markdown
Llama-3.2-3B,gsm8kfull,L2,62,8,0.6,0.836,0.025,markdown
Llama-3.2-3B,gsm8kfull,L2,62,8,0.7,0.831,0.024,markdown
Llama-3.2-3B,gsm8kfull,L2,62,8,0.8,0.833,0.024,markdown
Llama-3.2-3B,gsm8kfull,L2,62,8,0.9,0.823,0.036,markdown
Llama-3.2-3B,gsm8kfull,L2,62,8,1.0,0.79,0.046,markdown
Llama-3.2-3B,gsm8kfull,L2,62,8,1.1,0.72,0.022,markdown
Llama-3.2-3B,gsm8kfull,L2,62,8,1.2,0.548,0.036,markdown
Llama-3.2-3B,gsm8kfull,L2,62,16,0.1,0.978,0.022,markdown
Llama-3.2-3B,gsm8kfull,L2,62,16,0.2,0.938,0.022,markdown
Llama-3.2-3B,gsm8kfull,L2,62,16,0.3,0.914,0.012,markdown
Llama-3.2-3B,gsm8kfull,L2,62,16,0.4,0.884,0.014,markdown
Llama-3.2-3B,gsm8kfull,L2,62,16,0.5,0.882,0.026,markdown
Llama-3.2-3B,gsm8kfull,L2,62,16,0.6,0.895,0.022,markdown
Llama-3.2-3B,gsm8kfull,L2,62,16,0.7,0.892,0.008,markdown
Llama-3.2-3B,gsm8kfull,L2,62,16,0.8,0.879,0.036,markdown
Llama-3.2-3B,gsm8kfull,L2,62,16,0.9,0.898,0.015,markdown
Llama-3.2-3B,gsm8kfull,L2,62,16,1.0,0.849,0.026,markdown
Llama-3.2-3B,gsm8kfull,L2,62,16,1.1,0.755,0.024,markdown
Llama-3.2-3B,gsm8kfull,L2,62,16,1.2,0.575,0.02,markdown
Llama-3.2-3B,gsm8kfull,L2,62,32,0.1,0.997,0.006,markdown
Llama-3.2-3B,gsm8kfull,L2,62,32,0.2,0.949,0.011,markdown
Llama-3.2-3B,gsm8kfull,L2,62,32,0.3,0.911,0.012,markdown
Llama-3.2-3B,gsm8kfull,L2,62,32,0.4,0.901,0.025,markdown
Llama-3.2-3B,gsm8kfull,L2,62,32,0.5,0.895,0.022,markdown
Llama-3.2-3B,gsm8kfull,L2,62,32,0.6,0.909,0.008,markdown
Llama-3.2-3B,gsm8kfull,L2,62,32,0.7,0.909,0.018,markdown
Llama-3.2-3B,gsm8kfull,L2,62,32,0.8,0.909,0.015,markdown
Llama-3.2-3B,gsm8kfull,L2,62,32,0.9,0.909,0.015,markdown
Llama-3.2-3B,gsm8kfull,L2,62,32,1.0,0.89,0.031,markdown
Llama-3.2-3B,gsm8kfull,L2,62,32,1.1,0.766,0.024,markdown
Llama-3.2-3B,gsm8kfull,L2,62,32,1.2,0.586,0.032,markdown
Llama-3.2-3B,gsm8kfull,L2,62,64,0.1,1.0,0.0,markdown
Llama-3.2-3B,gsm8kfull,L2,62,64,0.2,0.962,0.018,markdown
Llama-3.2-3B,gsm8kfull,L2,62,64,0.3,0.911,0.015,markdown
Llama-3.2-3B,gsm8kfull,L2,62,64,0.4,0.906,0.024,markdown
Llama-3.2-3B,gsm8kfull,L2,62,64,0.5,0.911,0.015,markdown
