model,dataset,stratum,level_n_problems,N,T,mean_acc,std_acc,source
Qwen3-4B-Instruct-2507,aime2026,L1,5,128,1.0,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L1,5,128,1.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L1,5,128,1.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L1,5,256,0.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L1,5,256,0.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L1,5,256,0.3,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L1,5,256,0.4,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L1,5,256,0.5,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L1,5,256,0.6,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L1,5,256,0.7,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L1,5,256,0.8,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L1,5,256,0.9,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L1,5,256,1.0,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L1,5,256,1.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L1,5,256,1.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,1,0.1,0.833,0.373,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,1,0.2,0.667,0.471,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,1,0.3,0.5,0.5,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,1,0.4,0.333,0.471,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,1,0.5,0.667,0.471,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,1,0.6,0.5,0.5,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,1,0.7,0.333,0.471,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,1,0.8,0.333,0.471,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,1,0.9,0.667,0.471,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,1,1.0,0.167,0.373,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,1,1.1,0.833,0.373,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,1,1.2,0.667,0.471,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,2,0.1,0.833,0.373,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,2,0.2,0.667,0.471,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,2,0.3,0.667,0.471,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,2,0.4,0.5,0.5,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,2,0.5,0.667,0.471,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,2,0.6,0.5,0.5,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,2,0.7,0.333,0.471,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,2,0.8,0.333,0.471,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,2,0.9,0.667,0.471,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,2,1.0,0.333,0.471,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,2,1.1,0.833,0.373,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,2,1.2,0.667,0.471,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,4,0.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,4,0.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,4,0.3,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,4,0.4,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,4,0.5,0.833,0.373,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,4,0.6,0.667,0.471,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,4,0.7,0.833,0.373,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,4,0.8,0.833,0.373,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,4,0.9,0.667,0.471,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,4,1.0,0.667,0.471,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,4,1.1,0.667,0.471,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,4,1.2,0.833,0.373,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,8,0.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,8,0.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,8,0.3,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,8,0.4,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,8,0.5,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,8,0.6,0.833,0.373,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,8,0.7,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,8,0.8,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,8,0.9,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,8,1.0,0.833,0.373,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,8,1.1,0.667,0.471,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,8,1.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,16,0.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,16,0.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,16,0.3,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,16,0.4,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,16,0.5,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,16,0.6,0.833,0.373,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,16,0.7,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,16,0.8,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,16,0.9,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,16,1.0,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,16,1.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,16,1.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,32,0.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,32,0.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,32,0.3,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,32,0.4,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,32,0.5,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,32,0.6,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,32,0.7,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,32,0.8,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,32,0.9,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,32,1.0,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,32,1.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,32,1.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,64,0.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,64,0.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,64,0.3,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,64,0.4,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,64,0.5,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,64,0.6,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,64,0.7,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,64,0.8,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,64,0.9,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,64,1.0,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,64,1.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,64,1.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,128,0.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,128,0.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,128,0.3,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,128,0.4,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,128,0.5,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,128,0.6,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,128,0.7,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,128,0.8,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,128,0.9,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,128,1.0,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,128,1.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,128,1.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,256,0.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,256,0.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,256,0.3,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,256,0.4,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,256,0.5,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,256,0.6,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,256,0.7,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,256,0.8,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,256,0.9,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,256,1.0,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,256,1.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L2,1,256,1.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,1,0.1,0.5,0.204,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,1,0.2,0.333,0.312,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,1,0.3,0.333,0.276,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,1,0.4,0.5,0.25,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,1,0.5,0.625,0.125,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,1,0.6,0.375,0.346,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,1,0.7,0.542,0.224,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,1,0.8,0.542,0.303,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,1,0.9,0.625,0.125,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,1,1.0,0.542,0.267,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,1,1.1,0.583,0.118,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,1,1.2,0.5,0.144,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,2,0.1,0.5,0.204,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,2,0.2,0.333,0.312,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,2,0.3,0.417,0.236,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,2,0.4,0.583,0.118,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,2,0.5,0.625,0.125,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,2,0.6,0.5,0.323,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,2,0.7,0.542,0.224,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,2,0.8,0.625,0.191,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,2,0.9,0.625,0.125,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,2,1.0,0.667,0.118,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,2,1.1,0.583,0.118,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,2,1.2,0.5,0.144,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,4,0.1,0.75,0.144,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,4,0.2,0.542,0.224,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,4,0.3,0.625,0.239,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,4,0.4,0.625,0.125,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,4,0.5,0.667,0.186,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,4,0.6,0.667,0.186,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,4,0.7,0.833,0.186,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,4,0.8,0.792,0.172,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,4,0.9,0.792,0.172,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,4,1.0,0.833,0.186,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,4,1.1,0.75,0.204,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,4,1.2,0.792,0.224,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,8,0.1,0.917,0.118,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,8,0.2,0.708,0.172,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,8,0.3,0.875,0.125,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,8,0.4,0.792,0.172,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,8,0.5,0.833,0.186,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,8,0.6,0.917,0.186,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,8,0.7,0.917,0.118,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,8,0.8,0.875,0.125,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,8,0.9,0.875,0.125,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,8,1.0,0.875,0.125,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,8,1.1,0.917,0.118,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,8,1.2,0.833,0.186,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,16,0.1,0.917,0.118,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,16,0.2,0.917,0.118,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,16,0.3,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,16,0.4,0.875,0.125,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,16,0.5,0.917,0.118,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,16,0.6,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,16,0.7,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,16,0.8,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,16,0.9,0.958,0.093,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,16,1.0,0.958,0.093,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,16,1.1,0.875,0.125,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,16,1.2,0.875,0.125,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,32,0.1,0.958,0.093,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,32,0.2,0.875,0.125,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,32,0.3,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,32,0.4,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,32,0.5,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,32,0.6,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,32,0.7,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,32,0.8,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,32,0.9,0.958,0.093,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,32,1.0,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,32,1.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,32,1.2,0.958,0.093,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,64,0.1,0.958,0.093,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,64,0.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,64,0.3,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,64,0.4,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,64,0.5,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,64,0.6,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,64,0.7,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,64,0.8,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,64,0.9,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,64,1.0,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,64,1.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,64,1.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,128,0.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,128,0.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,128,0.3,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,128,0.4,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,128,0.5,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,128,0.6,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,128,0.7,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,128,0.8,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,128,0.9,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,128,1.0,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,128,1.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,128,1.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,256,0.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,256,0.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,256,0.3,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,256,0.4,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,256,0.5,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,256,0.6,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,256,0.7,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,256,0.8,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,256,0.9,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,256,1.0,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,256,1.1,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L3,4,256,1.2,1.0,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,1,0.1,0.25,0.25,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,1,0.2,0.208,0.093,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,1,0.3,0.292,0.224,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,1,0.4,0.125,0.125,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,1,0.5,0.292,0.224,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,1,0.6,0.333,0.236,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,1,0.7,0.375,0.191,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,1,0.8,0.375,0.315,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,1,0.9,0.333,0.276,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,1,1.0,0.25,0.204,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,1,1.1,0.292,0.093,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,1,1.2,0.167,0.118,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,2,0.1,0.25,0.25,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,2,0.2,0.208,0.093,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,2,0.3,0.417,0.118,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,2,0.4,0.125,0.125,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,2,0.5,0.292,0.224,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,2,0.6,0.417,0.186,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,2,0.7,0.375,0.191,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,2,0.8,0.375,0.315,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,2,0.9,0.333,0.276,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,2,1.0,0.292,0.172,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,2,1.1,0.292,0.093,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,2,1.2,0.167,0.118,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,4,0.1,0.417,0.344,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,4,0.2,0.208,0.093,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,4,0.3,0.458,0.093,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,4,0.4,0.208,0.172,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,4,0.5,0.5,0.144,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,4,0.6,0.5,0.204,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,4,0.7,0.292,0.172,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,4,0.8,0.5,0.25,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,4,0.9,0.417,0.186,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,4,1.0,0.458,0.224,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,4,1.1,0.375,0.191,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,4,1.2,0.292,0.172,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,8,0.1,0.5,0.323,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,8,0.2,0.375,0.239,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,8,0.3,0.458,0.172,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,8,0.4,0.458,0.172,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,8,0.5,0.542,0.172,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,8,0.6,0.583,0.186,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,8,0.7,0.417,0.312,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,8,0.8,0.542,0.224,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,8,0.9,0.417,0.186,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,8,1.0,0.625,0.239,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,8,1.1,0.5,0.144,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,8,1.2,0.333,0.118,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,16,0.1,0.458,0.267,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,16,0.2,0.375,0.125,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,16,0.3,0.625,0.125,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,16,0.4,0.333,0.236,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,16,0.5,0.625,0.191,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,16,0.6,0.625,0.191,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,16,0.7,0.5,0.25,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,16,0.8,0.583,0.186,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,16,0.9,0.5,0.144,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,16,1.0,0.667,0.236,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,16,1.1,0.667,0.118,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,16,1.2,0.583,0.186,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,32,0.1,0.458,0.093,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,32,0.2,0.375,0.125,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,32,0.3,0.583,0.118,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,32,0.4,0.5,0.204,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,32,0.5,0.625,0.125,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,32,0.6,0.708,0.093,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,32,0.7,0.583,0.118,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,32,0.8,0.667,0.118,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,32,0.9,0.542,0.172,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,32,1.0,0.583,0.276,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,32,1.1,0.625,0.125,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,32,1.2,0.542,0.172,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,64,0.1,0.5,0.0,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,64,0.2,0.5,0.144,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,64,0.3,0.583,0.118,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,64,0.4,0.583,0.118,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,64,0.5,0.625,0.125,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,64,0.6,0.708,0.093,markdown
Qwen3-4B-Instruct-2507,aime2026,L4,4,64,0.7,0.625,0.125,markdown
