combo,baseline,N,stratum,mean,std6,n_pids
math1k_Qwen2.5-3B,T1.2,2,L1,0.793488274830732,0.002572362883924671,199
math1k_Qwen2.5-3B,T1.2,2,L2,0.43581448894125135,0.0028612937852435004,199
math1k_Qwen2.5-3B,T1.2,2,L3,0.3147717757248811,0.004780876795342686,199
math1k_Qwen2.5-3B,T1.2,2,L4,0.22799671602042385,0.004099832689019419,203
math1k_Qwen2.5-3B,T1.2,2,L5,0.09616666710081821,0.0013309222942506113,200
math1k_Qwen2.5-3B,T1.2,2,overall,0.3727875001321857,0.003355730720348273,1000
math1k_Qwen2.5-3B,random_T,2,L1,0.9038211916459464,0.0013769997162693893,199
math1k_Qwen2.5-3B,random_T,2,L2,0.6152324123148942,0.0024498295591723453,199
math1k_Qwen2.5-3B,random_T,2,L3,0.4673890284398318,0.004243816878855434,199
math1k_Qwen2.5-3B,random_T,2,L4,0.3299979468806049,0.004408869912844259,203
math1k_Qwen2.5-3B,random_T,2,L5,0.11114583352115004,0.0017273833489199091,200
math1k_Qwen2.5-3B,random_T,2,overall,0.4845208337687266,0.0031142188447843347,1000
math1k_Qwen2.5-3B,equal_mix,2,L1,0.9688860971524291,0.0007932167834203791,199
math1k_Qwen2.5-3B,equal_mix,2,L2,0.6978747906197654,0.005138086007618636,199
math1k_Qwen2.5-3B,equal_mix,2,L3,0.5160385259631491,0.004376417558617261,199
math1k_Qwen2.5-3B,equal_mix,2,L4,0.32557471264367815,0.004043211794699739,203
math1k_Qwen2.5-3B,equal_mix,2,L5,0.07253124999999999,0.0007972119385709005,200
math1k_Qwen2.5-3B,equal_mix,2,overall,0.5149750000000001,0.0035547028706753507,1000
math1k_Qwen2.5-3B,T0.1,4,L1,0.9960706317344902,0.0005405769068854603,199
math1k_Qwen2.5-3B,T0.1,4,L2,0.8603294268125666,0.002101771169568462,199
math1k_Qwen2.5-3B,T0.1,4,L3,0.6366834189973684,0.0032817027101188258,199
math1k_Qwen2.5-3B,T0.1,4,L4,0.3397372771537754,0.004417108726199539,203
